stature_m,buttockheight,waistdepth,span,waistcircumference,shouldercircumference,footlength,handlength,functionalleglength,chestheight,chestcircumference,cervicaleheight,sittingheight
1.768,889,306,1859,1102,1265,269,203,1158,1305,1167,1530,913
1.812,979,223,1837,873,1115,275,188,1167,1379,1007,1587,917
1.743,868,266,1773,1017,1233,276,187,1065,1284,1101,1518,935
1.715,838,212,1736,875,1158,275,203,1067,1251,1059,1466,925
1.681,843,247,1739,996,1197,265,185,1066,1218,1131,1443,905
1.847,940,207,1871,883,1193,272,197,1107,1339,1054,1588,1001
1.684,861,222,1728,859,1106,267,187,1053,1240,988,1455,888
1.865,989,223,1926,887,1190,293,210,1168,1402,1059,1627,973
1.732,909,252,1800,917,1139,265,187,1096,1314,1053,1502,883
1.655,835,214,1708,878,1125,250,193,1061,1233,965,1440,847
1.759,862,249,1798,970,1160,270,195,1122,1282,1038,1526,938
1.764,847,205,1810,821,1153,278,203,1043,1299,997,1508,977
1.74,896,226,1808,888,1168,277,193,1124,1287,1028,1494,873
1.766,898,203,1756,782,1106,272,190,1098,1302,975,1517,935
1.656,842,217,1726,893,1096,256,185,1048,1230,1008,1439,867
1.681,826,171,1635,730,1050,265,179,1020,1245,901,1438,899
1.658,862,259,1707,953,1165,267,194,1051,1213,994,1422,862
1.588,842,192,1628,742,1047,245,169,1014,1166,889,1364,839
1.754,927,206,1788,835,1109,264,192,1097,1286,947,1523,909
1.788,913,233,1819,970,1230,276,197,1143,1317,1107,1546,910
1.806,939,214,1844,780,1144,273,203,1135,1334,938,1547,944
1.697,833,263,1724,1085,1237,260,182,1072,1245,1122,1476,928
1.77,921,186,1847,775,1190,273,188,1105,1285,959,1528,915
1.796,906,222,1803,873,1210,276,191,1155,1295,1055,1549,954
1.815,946,208,1880,853,1151,280,195,1124,1316,1017,1565,949
1.756,895,206,1817,844,1120,280,202,1083,1271,943,1527,939
1.701,865,220,1725,893,1201,249,192,1088,1239,1031,1470,903
1.751,896,227,1728,904,1250,276,193,1109,1279,1128,1508,952
1.801,905,223,1864,880,1208,271,205,1149,1325,1032,1544,963
1.737,847,214,1727,903,1150,273,186,1057,1293,1028,1502,915
1.785,905,219,1860,901,1155,284,200,1135,1315,1046,1548,951
1.771,924,258,1806,980,1208,284,207,1131,1296,1047,1530,923
1.771,956,217,1840,847,1133,277,201,1133,1323,962,1528,927
1.58,799,198,1637,811,1125,255,174,964,1143,949,1365,853
1.685,866,233,1738,1005,1231,258,188,1089,1235,1114,1468,898
1.675,833,223,1673,875,1138,262,187,988,1225,971,1451,903
1.675,874,221,1752,944,1156,261,192,1041,1237,1033,1454,895
1.69,870,266,1769,980,1170,273,191,1051,1244,1118,1444,880
1.593,813,219,1644,836,1143,231,178,983,1164,1027,1364,835
1.737,923,246,1780,965,1156,257,192,1104,1290,1064,1515,907
1.693,837,248,1714,949,1169,259,190,1069,1257,1073,1480,909
1.706,908,273,1756,968,1194,253,190,1112,1238,1088,1476,900
1.888,988,202,1935,836,1188,298,199,1208,1408,968,1644,958
1.706,895,202,1788,815,1190,256,185,1105,1239,1020,1463,863
1.841,955,198,1859,812,1183,284,199,1151,1358,987,1601,933
1.906,1004,272,1976,1037,1243,297,206,1225,1399,1061,1655,987
1.866,964,220,1912,925,1175,290,205,1177,1386,994,1607,960
1.788,939,262,1877,1008,1266,289,198,1167,1310,1127,1538,922
1.887,966,238,2052,933,1231,292,225,1221,1409,1069,1640,953
1.687,866,284,1743,1074,1254,247,183,1083,1241,1107,1465,890
1.724,861,296,1743,1137,1246,271,191,1096,1244,1242,1490,919
1.71,887,220,1824,838,1168,275,189,1080,1257,989,1478,879
1.763,935,283,1790,1127,1292,267,195,1162,1308,1211,1540,920
1.722,900,296,1734,1080,1216,262,179,1114,1280,1135,1491,913
1.722,913,271,1728,1014,1105,269,178,1062,1274,1017,1508,900
1.659,866,206,1772,818,1155,261,190,1027,1228,1000,1429,867
1.741,868,257,1821,1002,1183,267,190,1073,1315,1092,1519,930
1.71,903,253,1763,1000,1147,262,188,1113,1263,1113,1487,887
1.774,930,292,1843,1100,1230,285,202,1119,1320,1127,1540,903
1.73,875,228,1683,900,1150,258,186,1036,1278,1019,1491,917
1.798,953,194,1802,817,1094,268,188,1153,1330,939,1546,943
1.738,856,259,1736,976,1155,253,183,1120,1298,1044,1492,919
1.781,962,308,1943,1090,1260,284,200,1194,1355,1125,1563,880
1.623,807,277,1628,1071,1240,268,190,1041,1192,1219,1398,874
1.725,874,236,1713,916,1187,270,195,1062,1289,1043,1498,928
1.756,914,236,1842,922,1156,283,205,1075,1286,1009,1522,931
1.8,901,232,1854,917,1207,278,204,1093,1339,1097,1554,945
1.778,958,281,1863,1011,1195,285,210,1147,1339,1079,1570,900
1.674,901,226,1757,867,1144,268,203,1059,1243,1025,1454,864
1.774,927,239,1841,872,1179,281,205,1147,1321,997,1528,908
1.705,865,339,1770,1214,1333,269,190,1105,1266,1250,1482,898
1.749,909,242,1793,968,1181,283,195,1134,1292,1075,1517,917
1.821,970,283,1883,1051,1260,283,209,1135,1354,1161,1598,922
1.691,850,189,1694,798,1140,255,184,1089,1228,1014,1448,885
1.686,837,254,1691,980,1175,244,178,1015,1227,1087,1443,917
1.823,940,247,1886,971,1236,279,205,1134,1351,1100,1563,937
1.771,906,296,1832,1103,1351,271,196,1151,1338,1297,1546,920
1.75,862,249,1729,998,1212,262,194,1090,1276,1117,1518,918
1.687,829,211,1711,883,1145,263,183,1049,1260,1017,1450,903
1.642,844,221,1714,870,1144,249,182,1024,1238,1014,1412,880
1.734,848,279,1704,1043,1160,266,182,1114,1244,1132,1502,908
1.757,926,303,1826,1113,1269,291,210,1177,1308,1173,1536,900
1.784,955,291,1822,1050,1243,289,204,1178,1301,1144,1563,899
1.685,850,250,1757,965,1204,264,185,1079,1235,1072,1458,896
1.742,853,259,1763,935,1184,269,193,1072,1275,1017,1499,945
1.788,903,244,1800,966,1234,269,187,1150,1316,1066,1559,931
1.694,863,300,1757,1103,1176,263,188,1063,1250,1127,1474,890
1.873,949,267,1864,1007,1230,282,199,1214,1370,1101,1635,977
1.843,961,302,1923,1122,1312,286,207,1213,1358,1215,1609,969
1.635,820,244,1636,955,1116,243,172,1016,1205,1057,1419,856
1.833,943,307,1921,1123,1308,289,205,1175,1346,1194,1594,949
1.919,1006,261,1979,995,1282,307,213,1249,1424,1127,1673,961
1.779,885,379,1886,1287,1297,272,205,1156,1309,1277,1561,905
1.825,1021,259,1951,983,1174,291,222,1192,1372,1072,1592,880
1.734,897,266,1815,973,1210,263,193,1108,1255,1041,1497,857
1.663,829,257,1691,939,1166,252,173,1030,1232,1053,1424,900
1.718,870,235,1718,1000,1186,259,184,1105,1242,1088,1492,909
1.814,916,226,1854,893,1197,289,206,1127,1347,1080,1568,946
1.76,916,263,1843,996,1141,265,197,1115,1302,1066,1528,897
1.631,850,219,1685,847,1067,251,179,1024,1215,977,1411,830
1.74,913,276,1817,1058,1203,253,192,1132,1299,1149,1529,914
1.749,925,269,1874,988,1274,263,199,1136,1317,1106,1517,883
1.757,917,265,1837,1029,1231,275,196,1141,1317,1144,1537,909
1.87,952,271,1863,1062,1181,283,203,1163,1381,1124,1613,974
1.754,909,203,1798,793,1100,275,194,1126,1297,971,1512,940
1.7,870,202,1715,805,1074,252,183,1108,1264,948,1468,882
1.683,863,214,1711,873,1157,247,179,1017,1238,1034,1449,880
1.717,917,264,1744,931,1120,250,182,1090,1290,1056,1473,879
1.82,911,211,1862,835,1133,292,200,1117,1347,969,1569,962
1.705,862,328,1722,1223,1318,272,192,1080,1250,1336,1480,937
1.844,969,309,1893,1118,1217,291,206,1157,1370,1233,1615,945
1.727,882,221,1770,912,1150,272,185,1065,1258,1062,1493,883
1.697,854,216,1756,866,1086,280,193,1022,1251,1015,1455,895
1.695,823,205,1708,844,1146,263,188,1027,1245,986,1436,929
1.781,907,218,1807,860,1160,260,205,1092,1292,987,1523,958
1.784,920,232,1859,930,1174,272,200,1112,1309,1072,1541,936
1.719,940,226,1821,898,1127,261,195,1141,1302,1024,1504,834
1.757,858,211,1826,880,1196,263,195,1136,1285,1037,1526,925
1.744,924,218,1874,826,1122,281,203,1107,1290,949,1497,917
1.787,941,271,1796,1052,1284,276,200,1147,1334,1254,1558,921
1.733,897,262,1764,982,1189,284,195,1083,1267,1130,1495,913
1.698,848,266,1732,1010,1118,272,189,1078,1268,1077,1482,907
1.874,920,282,1901,1073,1312,288,198,1130,1366,1174,1619,1012
1.774,918,228,1825,887,1163,270,192,1149,1322,999,1556,877
1.823,951,259,1843,1024,1218,279,198,1166,1347,1093,1582,965
1.753,878,222,1862,850,1205,285,200,1103,1283,1071,1521,922
1.793,926,216,1810,870,1228,264,190,1066,1326,1106,1532,958
1.679,877,232,1712,897,1174,261,188,1092,1247,1024,1473,866
1.682,907,256,1684,948,1178,268,174,1098,1253,1038,1461,853
1.761,883,199,1767,789,1153,262,193,1085,1320,994,1503,935
1.717,868,269,1748,1010,1232,294,193,1108,1241,1149,1473,907
1.755,888,227,1774,955,1182,268,192,1121,1299,1044,1527,930
1.681,853,242,1714,985,1272,259,188,1067,1248,1180,1453,909
1.8,940,257,1826,975,1176,271,193,1080,1315,1043,1566,962
1.862,957,381,1903,1325,1342,281,198,1162,1374,1265,1613,992
1.706,883,273,1738,1026,1150,264,191,1074,1275,1058,1475,900
1.788,922,223,1794,926,1172,264,193,1105,1353,1007,1544,950
1.712,841,278,1811,1100,1330,267,197,1103,1281,1177,1486,904
1.663,841,201,1765,825,1065,281,198,1030,1217,950,1433,874
1.675,871,213,1640,800,1111,264,184,1052,1229,953,1426,867
1.707,860,193,1672,729,1090,256,185,1080,1270,888,1461,917
1.635,839,213,1711,850,1106,270,187,1028,1211,999,1419,855
1.694,864,225,1759,891,1153,271,192,1023,1264,1029,1461,890
1.74,909,290,1851,1097,1270,275,199,1111,1271,1223,1496,930
1.68,860,236,1779,938,1214,265,190,1024,1214,1068,1436,907
1.885,1038,304,1981,1110,1360,292,225,1227,1432,1246,1645,947
1.698,854,245,1800,953,1178,265,193,1067,1246,1074,1458,920
1.848,992,226,1887,893,1195,274,197,1188,1379,994,1612,951
1.697,839,269,1744,991,1220,271,194,1025,1224,1105,1460,905
1.814,938,224,1874,897,1190,294,198,1184,1343,1082,1563,913
1.819,977,246,1891,986,1220,300,224,1162,1362,1052,1583,918
1.728,950,242,1895,917,1160,300,212,1153,1304,1022,1502,859
1.723,923,194,1812,731,1170,274,193,1111,1267,986,1483,885
1.808,918,245,1843,978,1180,272,198,1111,1345,1111,1566,970
1.786,955,236,1746,884,1138,287,202,1145,1325,986,1547,897
1.696,904,192,1824,780,1157,272,208,1075,1260,950,1468,852
1.747,868,196,1782,845,1125,279,194,1069,1276,1005,1502,938
1.775,910,228,1922,896,1212,280,210,1158,1317,1025,1552,885
1.802,902,262,1807,991,1190,274,196,1165,1343,1053,1564,948
1.891,977,226,1906,877,1264,285,204,1205,1427,1092,1646,1001
1.665,831,170,1662,721,1060,252,180,1018,1196,879,1416,894
1.8,913,374,1847,1334,1301,273,195,1127,1325,1282,1562,944
1.793,948,229,1811,892,1212,279,203,1112,1319,1009,1561,908
1.701,857,247,1807,953,1202,256,193,1064,1260,1064,1477,863
1.808,979,207,1934,800,1213,295,210,1185,1331,985,1551,896
1.765,882,241,1808,928,1150,268,197,1106,1282,1044,1512,930
1.874,955,294,2006,1042,1276,288,220,1160,1389,1272,1631,975
1.686,830,199,1702,794,1124,243,173,1008,1253,970,1442,920
1.676,839,304,1659,1117,1257,265,184,1070,1225,1185,1450,885
1.689,892,232,1783,908,1206,263,185,1086,1268,1072,1473,863
1.711,905,195,1802,800,1154,272,192,1083,1258,979,1465,857
1.887,1004,197,1909,783,1154,288,202,1217,1408,932,1642,951
1.725,907,192,1832,785,1128,275,202,1093,1280,932,1484,872
1.762,964,210,1847,799,1166,288,212,1127,1336,989,1525,883
1.689,846,217,1693,865,1114,270,188,1038,1244,992,1464,920
1.735,903,282,1752,1062,1266,255,188,1093,1303,1155,1527,905
1.708,856,246,1705,936,1156,259,173,1070,1263,1024,1474,893
1.78,885,234,1810,943,1200,267,189,1101,1312,1076,1541,952
1.783,923,268,1784,973,1142,271,193,1153,1318,1004,1553,927
1.778,945,258,1868,965,1227,285,213,1157,1327,1105,1555,904
1.814,1005,288,1981,1015,1188,290,217,1213,1364,1102,1593,851
1.675,871,304,1736,1063,1202,263,194,1086,1258,1182,1449,868
1.733,932,265,1799,965,1201,265,200,1096,1286,1088,1504,894
1.605,792,191,1607,787,1071,242,178,985,1166,937,1378,880
1.738,867,324,1763,1096,1260,272,193,1076,1306,1202,1503,905
1.711,915,239,1776,943,1100,266,195,1118,1269,1054,1488,889
1.665,879,233,1745,930,1142,249,181,1091,1234,1097,1439,866
1.812,929,263,1784,955,1220,272,189,1150,1341,1132,1561,969
1.823,970,304,1879,1127,1390,288,212,1158,1336,1224,1584,941
1.801,953,318,1950,1140,1243,292,215,1183,1351,1174,1577,907
1.75,895,279,1816,1041,1183,261,188,1139,1274,1143,1516,901
1.686,885,320,1748,1081,1209,271,206,1135,1252,1158,1463,844
1.802,954,298,1851,1060,1250,287,207,1173,1360,1176,1583,918
1.82,960,246,1938,983,1240,297,225,1143,1367,1103,1591,942
1.757,890,284,1758,1046,1183,275,196,1076,1294,1137,1533,950
1.78,948,331,1930,1129,1186,286,205,1164,1322,1108,1556,894
1.78,964,229,1895,882,1142,273,203,1162,1320,1032,1546,844
1.682,869,266,1773,957,1206,275,190,1062,1245,1077,1457,873
1.711,842,277,1730,1067,1260,257,183,1058,1244,1173,1469,928
1.679,891,229,1824,931,1184,271,196,1067,1242,1104,1456,828
1.674,882,259,1724,966,1177,262,183,1081,1223,1117,1440,857
1.755,923,249,1826,931,1177,280,207,1097,1305,1024,1532,895
1.706,874,253,1753,981,1201,274,192,1085,1242,1076,1471,874
1.85,970,231,1917,924,1191,277,192,1184,1395,1058,1606,964
1.676,870,191,1718,814,1118,251,189,1074,1236,949,1448,873
1.908,992,249,1928,976,1213,285,215,1205,1386,1057,1638,1017
1.825,919,249,1878,1025,1250,275,197,1162,1343,1082,1584,960
1.799,927,258,1940,1038,1240,283,205,1177,1314,1217,1575,898
1.81,945,243,1894,939,1089,284,202,1158,1346,1016,1574,930
1.792,957,221,1865,899,1205,258,194,1157,1321,1052,1545,925
1.722,923,200,1739,796,1103,268,197,1103,1276,923,1474,893
1.713,831,233,1773,937,1220,271,189,1106,1256,1056,1478,908
1.775,934,253,1838,983,1253,264,184,1137,1334,1155,1535,914
1.861,1008,214,1952,845,1290,284,208,1227,1390,1110,1611,925
1.66,853,256,1708,957,1150,257,178,1063,1233,1036,1428,878
1.754,861,306,1756,1167,1255,265,186,1134,1305,1237,1516,945
1.762,909,232,1774,939,1085,268,193,1159,1290,1043,1525,895
1.724,896,272,1764,1025,1155,256,192,1132,1286,1068,1493,897
1.627,846,288,1697,1039,1130,246,184,1045,1186,1177,1396,824
1.731,842,293,1735,1073,1236,268,179,1067,1252,1158,1483,957
1.862,968,233,1902,900,1118,278,209,1167,1366,992,1605,980
1.834,913,279,1828,1100,1180,288,203,1150,1331,1128,1556,989
1.881,957,282,1954,1128,1370,294,210,1202,1379,1287,1606,974
1.77,897,270,1776,1042,1192,271,196,1125,1343,1120,1524,947
1.675,834,259,1696,1028,1231,263,188,1049,1219,1104,1436,906
1.721,898,249,1790,987,1182,280,198,1117,1265,1067,1480,908
1.673,828,268,1713,1052,1180,251,191,1041,1234,1126,1435,897
1.909,1027,314,2089,1137,1344,313,225,1225,1442,1218,1678,946
1.75,929,289,1792,1080,1265,279,203,1083,1311,1142,1521,905
1.78,924,271,1924,1005,1220,275,203,1122,1318,1086,1529,903
1.84,966,192,1920,757,1131,270,209,1170,1375,928,1577,932
1.873,1011,262,2001,932,1184,294,218,1215,1402,1089,1629,897
1.78,943,327,1795,1147,1316,277,203,1105,1342,1253,1533,903
1.768,943,281,1814,1054,1224,283,200,1173,1306,1176,1528,913
1.821,956,242,1941,950,1259,302,222,1197,1370,1151,1588,919
1.698,853,244,1717,953,1180,244,175,1065,1235,1123,1448,878
1.69,881,314,1802,1120,1261,282,210,1073,1260,1233,1470,867
1.773,936,287,1774,1068,1215,288,197,1147,1340,1117,1535,915
1.744,894,244,1801,958,1210,273,199,1075,1287,1079,1511,927
1.733,846,196,1738,788,1061,252,188,1056,1272,988,1478,962
1.813,914,191,1760,808,1120,269,193,1127,1332,932,1554,978
1.834,992,352,1896,1165,1206,279,193,1212,1391,1179,1583,935
1.864,935,237,1860,950,1204,271,205,1192,1371,1045,1604,974
1.885,979,350,1875,1300,1348,277,200,1186,1389,1276,1634,986
1.807,938,240,1867,976,1144,290,204,1138,1346,1067,1555,929
1.8,934,234,1831,855,1144,266,190,1172,1322,1053,1550,920
1.725,912,186,1732,777,1060,270,184,1096,1282,901,1488,908
1.748,902,284,1754,1077,1175,264,190,1124,1270,1136,1514,929
1.763,922,258,1805,1033,1215,263,187,1119,1314,1146,1519,920
1.728,874,255,1754,961,1117,268,193,1113,1248,1024,1491,896
1.708,863,306,1737,1118,1197,256,183,1056,1237,1122,1478,900
1.657,824,192,1709,786,1111,263,189,1049,1220,942,1404,903
1.74,881,240,1734,966,1141,270,196,1087,1251,1054,1483,900
1.686,896,250,1781,907,1162,264,184,1055,1259,1063,1459,853
1.621,816,268,1653,1025,1204,267,188,1007,1186,1114,1394,862
1.623,819,188,1621,795,1098,258,180,1024,1178,945,1388,867
1.629,834,216,1665,893,1211,253,179,1020,1187,1039,1403,883
1.707,877,312,1802,1108,1264,275,195,1068,1256,1177,1466,887
1.717,963,181,1767,736,1089,268,188,1119,1273,916,1492,847
1.767,892,215,1793,890,1125,277,199,1099,1281,946,1527,910
1.847,954,212,1887,914,1202,289,201,1173,1347,1094,1593,965
1.79,943,213,1836,851,1135,275,189,1155,1327,1024,1545,910
1.697,888,217,1756,841,1093,272,185,1050,1251,961,1467,883
1.758,899,320,1734,1176,1237,274,192,1090,1266,1209,1523,913
1.643,879,244,1668,908,1114,244,173,1056,1207,1053,1426,862
1.753,945,198,1776,828,1183,281,192,1130,1301,1064,1524,892
1.759,946,232,1829,815,1134,277,196,1149,1298,963,1523,853
1.748,899,221,1765,887,1118,271,194,1132,1275,985,1500,903
1.834,916,305,1920,1158,1285,295,209,1200,1389,1268,1592,954
1.712,902,208,1798,836,1129,282,196,1117,1271,956,1482,875
1.787,921,215,1824,903,1230,286,200,1145,1314,1086,1551,918
1.645,814,304,1670,1128,1219,265,177,1033,1189,1242,1429,898
1.755,865,212,1759,831,1156,265,187,1132,1293,1037,1507,963
1.765,905,207,1780,832,1202,277,193,1136,1309,1035,1532,911
1.717,883,184,1752,763,1068,252,188,1084,1252,922,1484,911
1.749,883,288,1764,1068,1275,271,193,1134,1278,1189,1525,911
1.758,898,241,1839,928,1120,273,199,1121,1275,976,1523,907
1.604,793,266,1638,1013,1148,252,183,1023,1170,1057,1388,850
1.746,915,180,1829,764,1120,267,188,1148,1301,958,1503,909
1.709,871,241,1786,968,1205,273,192,1098,1278,1067,1480,887
1.656,855,271,1737,1063,1155,243,176,1093,1219,1076,1445,851
1.684,867,301,1753,1140,1242,265,188,1057,1240,1191,1469,880
1.781,926,198,1853,775,1154,260,185,1134,1320,918,1524,918
1.75,901,211,1769,853,1183,265,185,1096,1285,1029,1502,930
1.737,878,259,1754,1030,1184,286,196,1134,1261,1078,1508,882
1.891,976,204,1901,840,1145,297,210,1225,1414,949,1628,967
1.788,940,235,1798,943,1165,271,196,1163,1291,1054,1527,922
1.718,870,274,1701,1026,1198,248,183,1057,1271,1112,1468,935
1.64,816,223,1648,885,1059,255,182,1027,1165,964,1404,878
1.836,954,273,1875,1054,1330,288,207,1162,1385,1208,1586,949
1.604,794,229,1592,882,1135,256,164,984,1174,1024,1365,845
1.707,848,231,1702,917,1133,269,183,1081,1266,1058,1466,903
1.681,837,265,1710,995,1163,265,186,1054,1230,1086,1458,890
1.84,958,238,1924,927,1144,292,218,1148,1367,1043,1592,943
1.711,899,200,1708,758,1063,249,177,1108,1264,871,1483,894
1.807,943,245,1855,924,1180,273,190,1153,1353,1042,1578,915
1.739,902,193,1777,760,1141,269,188,1108,1277,986,1490,900
1.703,862,268,1797,1016,1160,244,192,1082,1258,1041,1464,899
1.77,882,177,1766,769,1055,267,189,1058,1276,882,1495,957
1.747,886,265,1745,1061,1141,287,192,1132,1302,1117,1523,918
1.848,1000,272,1883,1038,1201,284,204,1211,1380,1170,1599,917
1.788,928,202,1802,817,1183,267,187,1117,1333,981,1545,927
1.814,935,243,1885,968,1256,265,190,1120,1347,1128,1571,917
1.754,901,226,1833,904,1214,278,198,1114,1295,1038,1516,907
1.684,850,242,1661,954,1200,254,188,1069,1236,1053,1450,901
1.764,899,206,1759,815,1065,275,193,1124,1288,914,1516,930
1.729,869,245,1762,960,1176,259,193,1052,1271,1044,1493,946
1.746,916,238,1727,976,1200,273,191,1070,1282,1065,1519,943
1.688,858,220,1674,896,1199,255,181,1039,1233,1075,1441,900
1.729,906,212,1728,857,1108,269,193,1112,1273,968,1503,906
1.835,949,187,1914,728,1068,279,205,1162,1371,898,1587,938
1.739,865,276,1817,1051,1236,260,197,1114,1259,1175,1502,930
1.782,922,255,1816,1021,1230,285,200,1150,1297,1147,1552,933
1.745,876,237,1756,980,1165,260,185,1161,1276,1026,1500,904
1.749,912,213,1824,876,1185,275,193,1139,1289,1066,1515,909
1.72,890,206,1743,838,1092,264,189,1086,1255,1008,1478,887
1.735,891,232,1792,946,1143,261,186,1083,1261,992,1499,891
1.75,926,229,1889,911,1204,285,205,1135,1318,1048,1525,875
1.772,944,284,1820,1080,1242,275,196,1126,1316,1173,1531,930
1.832,930,223,1865,882,1212,274,190,1177,1352,1046,1585,935
1.85,928,284,1868,1076,1239,287,204,1135,1336,1170,1604,995
1.664,828,231,1690,916,1185,247,186,1036,1229,1086,1434,888
1.675,847,306,1663,1101,1185,257,183,1033,1232,1122,1440,897
1.807,937,251,1786,958,1203,274,183,1131,1347,1078,1564,949
1.765,870,225,1753,944,1175,275,194,1109,1291,1087,1501,947
1.792,896,223,1791,888,1222,272,183,1162,1309,1042,1548,935
1.795,960,281,1859,1058,1252,269,193,1171,1359,1203,1557,898
1.753,930,191,1780,777,1125,259,195,1087,1301,935,1502,924
1.816,964,225,1979,882,1240,305,213,1160,1332,1106,1568,905
1.6,820,214,1604,870,1176,251,173,988,1151,1042,1373,862
1.655,824,188,1683,761,1180,275,185,1026,1211,978,1417,888
